caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
10603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,102,,10,3102020,3102020,161855,161910,.p,PII,PII,1,Refused,2
28805,576019064,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,32,Primary,3,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,25,150,No,Yes,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,10,5,,1,2,150,35,0,0,0,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,150659,151310,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
95315,543089770,RECODE,ASOFAA,1,Female,Grusi,Yes,35,Primary,5,Yes,Informal sector,501 - 1000,Yes,I moderately trust,I moderately believe,Agree,70,Agree,70,Agree,70,Agree,70,Agree,70,"Other family members(specify mother, father, siblings, extended relatives)",30,100,Yes,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,8,5,,0,0,150,50,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,152659,153615,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
65503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,102,,10,3102020,3102020,152012,152029,.p,PII,PII,1,Refused,2
68912,275424810,RECODE,ASOFAA,1,Male,Mole-Dagbani,Yes,49,Nursery,6,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",54,500,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,10,10,,0,0,50,5,0,0,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,160915,161748,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
68810,240360400,RECODE,ASOFAA,1,Male,Akan,Yes,27,JSS/JHS,3,Yes,Informal sector,501 - 1000,No,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,54,0,Yes,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,15,5,,0,0,250,50,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,162022,163118,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
62101,245316655,RECODE,ASOFAA,1,Male,Grusi,Yes,39,JSS/JHS,4,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,35,150,Yes,Yes,No,Yes,No,No,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,,10,10,,0,0,200,50,0,0,10,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,153657,154555,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
13101,243522595,RECODE,ASOFAA,1,Male,Akan,Yes,63,Secondary,10,No,Neither(I do Nothing),< 500,Yes,I trust completely,I completely believe,Agree,100,Disagree,100,Agree,100,Agree,100,Agree,100,"Other family members(specify mother, father, siblings, extended relatives)",0,0,Yes,Yes,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,,15,30,,2,30,100,40,0,0,15,0,0,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,145502,150436,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
67711,242087949,RECODE,ASOFAA,1,Female,Mole-Dagbani,Yes,45,Primary,5,Yes,Informal sector,501 - 1000,Yes,I moderately trust,I moderately believe,Agree,60,Agree,60,Agree,60,Agree,60,Agree,60,Myself,25,100,No,No,Yes,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,10,5,,1,4,180,50,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,152222,152532,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
70809,246809552,RECODE,ASOFAA,1,Male,Akan,Yes,54,JSS/JHS,5,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,40,0,No,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,,15,50,,0,0,120,20,0,50,10,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,163314,164614,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
84315,545556670,RECODE,ASOFAA,1,Male,Grusi,Yes,40,JSS/JHS,6,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,45,200,Yes,No,Yes,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,8,10,,0,0,10,0,0,0,0,0,0,A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,102,,10,3102020,3102020,154720,155450,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
69009,249828192,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,45,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Agree,50,Disagree,100,Agree,100,Agree,50,Agree,100,Spouse,0,0,No,No,No,Yes,No,No,Yes,No,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,3,,1,3,0,0,0,0,0,0,0,Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,180914,211457,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
97509,243833049,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,34,Nursery,14,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Disagree,50,Agree,10,Agree,100,Agree,100,Agree,50,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,1,,0,0,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Often(3-4 times in a day),Often(3-4 times in a day),PII,113,,11,3102020,3102020,184509,185336,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
71104,506239269,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,52,Secondary,8,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Spouse,0,0,No,No,Yes,Yes,No,No,Yes,No,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,30,5,,0,0,0,0,0,0,0,0,0,Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,181118,182137,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),1
94514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,113,,11,3102020,3102020,185739,185910,.p,PII,PII,0,Wrong phone numebr,5
67703,249580318,RECODE,ASOFAA,1,Male,Ewe,Yes,46,Nursery,4,Yes,Informal sector,< 500,Yes,I moderately trust,I moderately believe,Agree,60,Disagree,50,Agree,100,Agree,100,Agree,50,Spouse,0,0,No,No,No,Yes,No,No,Yes,No,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,2,,0,0,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,183047,184329,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),2
63005,542176794,RECODE,ASOFAA,1,Male,Akan,Yes,43,JSS/JHS,4,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,70,Agree,70,Agree,100,Agree,100,Agree,100,Myself,35,0,No,No,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,2,,0,0,0,0,0,0,0,0,0,Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,173004,174406,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
64801,208070670,RECODE,ASOFAA,1,Male,Ewe,Yes,58,Secondary,5,No,Formal sector,1501 - 2000,Yes,I somewhat trust,I moderately believe,Agree,50,Disagree,100,Agree,100,Disagree,10,Agree,70,"Other family members(specify mother, father, siblings, extended relatives)",4,500,No,No,No,No,No,No,No,No,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,50,20,,0,0,0,0,0,0,0,0,0,A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,174659,180053,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
93006,542632410,RECODE,ASOFAA,1,Male,All Other Tribes,Yes,65,Nursery,6,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Agree,50,Agree,30,Agree,100,Agree,100,Agree,50,Spouse,0,0,No,No,Yes,Yes,No,No,Yes,Yes,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,5,3,,0,0,0,0,0,0,0,0,0,Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,202127,202604,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),3
15111,248024979,RECODE,ASOFAA,1,Male,Akan,Yes,60,Nursery,6,Yes,Informal sector,< 500,Yes,I don't trust at all,I don't believe,Disagree,40,Disagree,60,Agree,20,Agree,50,Agree,60,"Other family members(specify mother, father, siblings, extended relatives)",3,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,3,2,,1,2,0,0,0,0,0,0,0,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,201420,201900,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),3
97905,503413934,RECODE,ASOFAA,1,Female,All Other Tribes,Yes,35,JSS/JHS,3,Yes,Informal sector,< 500,Yes,I moderately trust,I somewhat believe,Disagree,50,Disagree,30,Agree,100,Agree,100,Agree,50,Myself,6,50,No,No,No,Yes,No,Yes,Yes,Yes,"Food insecurity[i.e., lack of consistent access to enough food going forward]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,,3,1,,1,1,0,0,0,0,50,15,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,113,,11,3102020,3102020,201020,201408,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),5
43411,240323711,RECODE,ASOFAA,1,Male,Akan,Yes,58,Voc/technical/commercial,6,No,Formal sector,1001 - 1500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,No,No,Yes,Yes,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,10,20,,1,10,200,5,0,20,0,600,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,143541,154705,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
44007,200319064,RECODE,ASOFAA,1,Male,Akan,Yes,61,JSS/JHS,7,No,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,40,18,,0,0,280,20,10,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,6102020,192425,104943,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
42301,246357064,RECODE,ASOFAA,1,Female,Ga-Dangme,No,38,Primary,5,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Myself,58,50,No,No,No,No,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,20,10,,0,0,300,50,0,20,0,0,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,5102020,114914,202306,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),2
46902,544364411,RECODE,ASOFAA,1,Male,Akan,No,51,Middle,4,No,Neither(I do Nothing),< 500,Yes,I trust completely,I completely believe,Disagree,90,Agree,90,Agree,90,Agree,90,Agree,90,"Other family members(specify mother, father, siblings, extended relatives)",0,0,No,No,No,Yes,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,10,10,,0,0,200,30,50,14,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,170508,171842,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),3
40710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,105,,10,3102020,7102020,114733,172455,.p,PII,PII,2,Refused,10
45308,553566090,RECODE,ASOFAA,1,Male,Akan,Yes,33,JSS/JHS,5,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,70,Agree,60,Agree,40,Agree,60,Agree,60,Spouse,0,0,No,No,No,Yes,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,5,10,,0,0,200,30,0,6,0,0,0,None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,174904,180344,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),3
